Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
14/5/2022 7:36,2691.69,Jivika Shukla,6f1b90f54b43303dd46cf1e916d7b45ef15542852e732ccd65562fe9f62c99f9,Mani Group,4677,Pimpri-Chinchwad,INR,MasterCard,Aug-27,621cb5d0bdea9584dc9f7ede1479e7cca67f8d9778d7e3c8c5cb8aa9eaef47ef,12,ed6a4a10-3d78-437b-b8ca-ea4b2ed3b019,0,2,In-Person,137.26.172.160,Desktop,,Libero quae dicta pariatur. Fuga sunt porro voluptatibus. Fuga quam inventore molestias.
3/2/2020 17:30,1092.21,Zara Chatterjee,696aff034f4970501c35927b35aa24553e939776bc4b7b44087d3aa31cd16e86,Kuruvilla and Sons,4795,Bhopal,USD,American Express,Mar-29,27e1615212f3c6ea846ed6c412df1361ce97f006ee20bb5aa2483a3b61d5cadd,12,8dad711a-1e0c-4cba-b959-5bb4e6b95e66,1,None,Online,128.191.181.42,Desktop,xdyal,Corporis quod est accusantium accusantium facilis ipsa sunt. Quaerat eveniet natus reprehenderit earum modi. Occaecati vel culpa deserunt.
22/8/2023 4:59,1345.62,Ela Amble,78cb0351612e2d7cb0930206d30c206871b2401b25b9e398bd148d38d75e08dd,"Bail, Dasgupta and Dixit",2998,Pallavaram,INR,American Express,Nov-30,6566230e3a3ce3774c1bbc7c18b590ae0f457bbcd511e90e3e7dca2a02e7addc,0,4b34d776-5ee2-445c-a11d-65e2fd4bbbe7,0,2,In-Person,215.170.217.120,Desktop,,"Et ipsam voluptatibus blanditiis. Alias architecto provident debitis.
A iste laboriosam odio suscipit. Magnam minima libero minima quisquam earum quidem eligendi. Temporibus repellendus itaque."
5/8/2020 19:51,1101.59,Riya Kibe,8becc6d2263140e26a19ce916e82d743e027196b4dd7c388b35c48df9631d5b8,"Hayre, Contractor and Seshadri",1205,Patna,USD,MasterCard,May-25,728bf33aab1d32d4dca8fcc6a020d8baeb6b9910104541aa68c2d408154734fc,5,587545eb-9da3-491f-bd85-17147c512834,0,2,In-Person,53.121.83.36,Tablet,,Vitae ut animi delectus deserunt a. Facilis totam doloribus laudantium labore. Doloremque tempora maiores distinctio non molestias eos. Labore doloremque sed.
24/8/2020 18:48,375.66,Divyansh Mangat,fdbe817ed547ae6ca200036279937d69cd355f7891fe13784b23d123c6cad99d,Bail PLC,8649,Agra,INR,Visa,Oct-26,13671077b66a29874a2578b5240319092ef2a1043228e433e9b006b5e53e7513,5,a7cbaec2-3b8b-4ff8-ba57-7fbee7746a56,0,1,Online,212.84.135.158,Mobile,boradamini,"Quos dignissimos placeat quia corporis accusamus rem.
Aliquid et laudantium minus. Sunt sunt mollitia deserunt illo eveniet quos provident."
6/10/2021 22:21,2978.14,Anaya Ramanathan,6a5b84f8650ba2dc70516a4ac25be603cbba106a237ef986bc24d4939b12b87f,Bhatnagar-Issac,6970,Thanjavur,EUR,American Express,Oct-30,2618182c3894875e16eeafa6c24e1fe926150ebc6403980c2cb1bbff192d296d,5,16c568ad-1bd0-4254-ba5f-76c822db9dab,1,2,In-Person,150.78.199.110,Tablet,,Ducimus beatae labore labore sed vitae accusantium voluptatum. Dolor dicta cum voluptas ab saepe eaque. Dolores consequuntur omnis tempore.
11/8/2023 19:19,3715.2,Abram Kothari,c5a1be7319cbdb292f8f52c943312b30a92cb0544b6300e32de3ed40b0530871,"Subramanian, Brar and Date",8448,Chandrapur,USD,MasterCard,Aug-33,1c49f22f6de9bd15e5e566fa8983be4cfa4709abf0f95edf96dcd3d6249c2649,12,81a73ee6-97af-425c-acf2-3f9ff7dbc291,0,3 or more,In-Person,214.26.76.98,Tablet,nehmat51,Eaque blanditiis quia magnam consequuntur ut sed. Qui ipsum expedita quasi exercitationem iste cupiditate. Nihil assumenda doloremque amet vero neque.
28/8/2020 8:01,4426.35,Yashvi Khanna,640ee1408adf290a7cf9c43ccc790895dd3bd883914a029c9d6d1975947a6426,Boase-Bir,8446,Muzaffarnagar,INR,MasterCard,Aug-33,b3dfdc6efe322a6feccb0d081e88ffac20b0f28e8495efa76188c8dc3ada6181,0,0bd30f20-24d9-4854-9b9a-cd4eacdb8c7a,0,2,In-Person,46.193.195.75,Desktop,bhamini15,"Blanditiis et velit porro.
Quas nam illo. Nulla occaecati enim quas iusto in impedit. Unde sequi commodi quisquam dicta.
Voluptas laborum eius labore quia."
22/1/2020 4:47,1012.18,Hrishita Bhattacharyya,04e9e3d8aae13004ba539f72942971ba56f5afb07ca62eb8d075db683fc47bbc,Kalla-Dasgupta,8555,Bahraich,USD,American Express,Aug-24,4a8596a7790b5ca9e067da401c018b3206befbcf95c38121854d1a0158e7678a,0,8c841d43-f22d-4671-a70d-f119c1e9b55b,1,1,In-Person,72.144.160.30,Mobile,,"Mollitia quam adipisci minus possimus fugit possimus doloremque. Cumque sed illum vero aperiam nobis totam. Non molestias eaque maxime est impedit magni.
Atque sed sit magni."
8/4/2020 10:50,1475.38,Kimaya Borra,15b39b8b456938b5cfff12023ef6acce09389c725801421d9e02844c99f58968,Mani-Mander,1541,Tiruchirappalli,EUR,Visa,Aug-31,2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,0,4afcf8df-ec7c-4442-a144-d328a9ff4bf9,1,2,Online,202.51.252.12,Mobile,kiara51,Quisquam nemo officiis alias deserunt. Aliquid incidunt voluptate soluta fugit accusamus earum.
26/1/2023 7:55,4732.58,Misha Dey,429340f64c7f12c1df4ccf449743d9156db6a9356aee310864bf4da17789d827,Sharaf-Chowdhury,4855,Shimla,INR,MasterCard,May-26,d26eae87829adde551bf4b852f9da6b8c3c2db9b65b8b68870632a2db5f53e00,12,18b8a29e-efc2-4226-b4d4-59aebe77b330,0,3 or more,Online,195.207.4.229,Desktop,,"Temporibus doloribus ea molestias nemo reprehenderit quos.
Beatae facere totam possimus veniam dolorum perferendis. Illum iure incidunt ipsum. Laborum excepturi corrupti sed excepturi rem."
5/12/2022 7:12,697.38,Siya Barman,47fdfa4c47cb1fdfd10a3db3d0a7f665169d9df3fd8723b02e1e8238fb675244,Wagle-Dalal,1694,Thiruvananthapuram,INR,MasterCard,Nov-31,2c3f699f4b5f7734ed802c0b52f27f670772ddff9d4b875c6d1b7c2f09f728a0,5,41413b8d-028a-4917-aa03-5b177e7635d8,0,3 or more,Online,130.55.206.204,Tablet,chanadivit,Error nesciunt voluptas quibusdam quas numquam. Fuga assumenda dolore nostrum quis quisquam.
27/9/2021 13:15,4033.06,Onkar Ramaswamy,86f6172d56eb86fe1f5516948912714108a0e8194318f560bd65bbe3a0c2038e,"Varma, Lalla and Wason",5466,Motihari,USD,Visa,Jan-31,2811745d7b8d8874f6e653d176cefdd19e05e920ce389b9b7e83e5b2dfa546c7,5,3146f54e-6045-4a20-bf6d-8a5740ccb39a,0,1,Online,99.225.179.162,Mobile,,Facere vero ad quis nam et labore maxime.
12/10/2022 20:25,3164.72,Ishita Sur,cb964c0fbc73885177275cda3e7ecb76ff39dd22535a32ba415ed5e326752cf3,Batra-Anne,1099,Chandrapur,EUR,American Express,May-29,e6f47e008cc58b38596e6fdf2f50a0fea93fd10543e652522aeab3aa71355719,0,e9309f41-a7c7-46a0-88d8-33a3bff49db1,0,3 or more,Online,94.198.237.38,Tablet,,Quod corrupti ad porro adipisci nihil. Deserunt dolor vitae repudiandae. Nam delectus sit corrupti veritatis repudiandae hic.
4/10/2020 2:45,611.09,Aarav Saini,ce2448ec65aefdd2f9bde8e82531cca89944cfcf1df9fce3aa06e21e139db159,Chandra Group,5542,Khandwa,INR,MasterCard,Jan-26,482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,12,343fc7a9-3aa9-4ba3-a032-1dbf1eaf71ad,0,1,Online,202.161.155.23,Mobile,hraman,"Nemo incidunt est sequi atque. Totam porro eaque doloremque est facere.
Consequatur repellendus nesciunt dolorum exercitationem illum ullam expedita. In nihil rerum."
16/12/2021 13:17,567.95,Vihaan Mann,89c8774dd03feebddec7c82875f6879c53ff34f46b0b1f20b88aded4965bc71f,"Datta, Sunder and Mannan",2189,Arrah,USD,American Express,Sep-29,0b35b06a22779418f775a804f36485f7bc978071d1709ad263a68f4f18117b11,12,467365a0-91cd-400e-bd81-e0c40862e005,0,2,Online,59.115.111.81,Desktop,manjarirajagopalan,"Suscipit temporibus ad. Fugiat blanditiis mollitia cum. Minus facere aliquam.
Iusto mollitia harum voluptates sint itaque distinctio. Facilis aspernatur necessitatibus atque autem."
18/10/2021 22:33,3373.74,Aarna Kothari,399644a5daf3cdd9a0bc58f4c8aaeac03c57433658fe6965899cb23d3de44c92,Sethi LLC,3346,Thrissur,USD,American Express,Jun-32,fcf1e4bf9cc9c1083647b91463e86f49c6961406c37055c7eb8ad13937a519db,5,7fe5d257-54a6-4b0f-ae5a-56b9a94ea452,1,None,Online,17.165.17.90,Tablet,evarghese,Possimus incidunt velit laudantium quis. Sapiente voluptatem nisi est praesentium perferendis odit.
20/11/2021 2:24,379.21,Shalv Dewan,bd848497fef1abc025e3519d4c9b6d548c75829e4c760a8de83e6a94053b8426,Sant Group,4434,Morbi,EUR,Visa,Feb-29,343cacd3827e6de62a9e6a8bc455e0de0f4f6ad517c83a4c794d29caf73c32d7,0,23971e5b-dbc6-4e09-aa26-63b6265dd9a1,0,3 or more,Online,82.25.219.65,Tablet,,Inventore laboriosam explicabo mollitia eos. Error quam voluptate quas quo molestias optio saepe. Porro ea excepturi quo dicta cupiditate maxime.
13/2/2021 18:44,73.36,Amani Dada,3b5ffd95f8c79d8c2141bfcfb0d4a1955558d89d7dd2ad6867fcadc8c082f372,"Bajaj, Dey and Ratta",7375,Nizamabad,INR,MasterCard,Feb-33,07bed92aab16ecdd9c886a79e44f0c0b02d70c746c593eaa3b8acf24e687bcd8,12,bad80096-fcb1-45a1-8ff4-f2c84861b3d5,0,2,Online,215.167.94.43,Mobile,,Fugiat eveniet velit. Commodi doloribus architecto soluta odit.
31/8/2021 10:19,50.88,Mamooty Ravi,a6cd177abd78b1469accff95e1ec920a29ea95ec1e4469b6c17fb693041bbd20,"Char, Iyengar and Sengupta",7690,Durg,USD,Visa,Dec-29,b3dfdc6efe322a6feccb0d081e88ffac20b0f28e8495efa76188c8dc3ada6181,12,02749047-3852-44c0-8c76-c717109573c0,1,2,In-Person,212.133.112.56,Mobile,aainareddy,Atque cumque ratione ipsam temporibus. Doloribus dolores a nemo corrupti et. Aliquid ipsum impedit reprehenderit commodi soluta. Tempora labore voluptatibus magni quisquam sunt.
22/9/2023 18:37,4164.41,Vaibhav Brar,a8758941c8de79bbddc55c6ae6701e49928f8743e7f9d573849bcccd04c8385d,"Kala, Chatterjee and Saxena",6972,Chittoor,EUR,American Express,Mar-30,580811fa95269f3ecd4f22d176e079d36093573680b6ef66fa341e687a15b5da,12,184106cd-79d5-4306-9006-fdadf3190b4d,1,None,In-Person,188.151.7.231,Mobile,,Nesciunt nemo quia eveniet eaque molestias quae rerum. Provident impedit dicta eum tenetur nesciunt. Rem minus neque quas dignissimos facilis voluptate sapiente.
23/1/2021 23:38,14.82,Onkar Issac,1bdd69d94cec44f9d35b9e34a4bdeaa268b505883e95de1df1ff0e04f1e80223,"Tank, Batra and Gola",4305,Malda,EUR,MasterCard,Apr-25,68fcd1eb684859a314bbf7f7c99037cead480f5bb209ccd4725bd319423e832f,12,f380155e-10be-4dc7-9c71-5503242430a5,1,None,In-Person,157.88.204.222,Desktop,veersangha,"Totam nostrum debitis labore. Soluta iure pariatur corporis explicabo placeat minima.
Praesentium neque sequi laborum iste. Porro eos alias quod repellendus vitae illo."
30/8/2021 6:08,1281.08,Lavanya Dhawan,538e8a347252e378840bf87885eddbb2f1b0d307f04467c330e987cb059d57b7,Bhardwaj-Sarma,7548,Sangli-Miraj & Kupwad,USD,MasterCard,Aug-25,48f89b630677c2cbb70e2ba05bf7a3633294e368a45bdc2c7df9d832f9e0c941,12,8bd8bd12-49ac-4123-b4cc-0cec25d49b0b,0,1,In-Person,172.189.111.130,Desktop,anandvardaniya,"At nobis officia nobis vitae saepe. Quis quae unde eveniet dolor. Ipsa laboriosam voluptatibus optio assumenda eveniet sit.
Exercitationem cum explicabo incidunt quaerat aperiam iusto."
12/8/2022 9:10,2970.81,Ahana  Walla,fa251334647c6003ca61f2ac82f31b0f6da38f0229a889684f9f4b7198d87e66,Dey-Kunda,6582,Farrukhabad,EUR,MasterCard,Nov-26,9309f67fd6480663a48cf90236ec14c1db61583825ac210112e2abf19e47d95c,12,dbd3113f-4908-4533-964f-0663ddc2e842,0,3 or more,In-Person,61.232.94.246,Tablet,,Incidunt amet quo nam repellat. Excepturi reprehenderit voluptate accusamus temporibus sed. Maiores corrupti voluptatem similique ratione cumque nemo accusamus.
11/1/2020 14:43,1263.03,Zoya Kulkarni,fe4a7c437c1cfbd95c0b5c9f6713108ec46fcb7ef6bccb2a223a2493413dd194,Bal PLC,2042,Nagaon,EUR,Visa,Sep-26,4c970004b0678d439f177e77d3cabdb7e9a44df770948ddc2467cbc76b7211c3,0,5ee58576-ba74-40c9-a79b-7ddd774e8a76,0,3 or more,In-Person,219.63.31.50,Tablet,,"Sint veniam nobis fuga.
Quibusdam ea omnis. Eaque esse fugit laboriosam delectus dolores."
6/4/2021 23:03,474.23,Manikya Ravi,fdfc49a24c97c00380e901438c51c1b9127e5cdd900cae1f8838a105fc6beb45,"Sachar, Jayaraman and Salvi",8881,Gandhidham,EUR,American Express,Jun-30,891a3e6bc9f5be4cd80dfcfd32c7f922a726fd458147fb18302e10df1e647cc3,0,3283fb8d-53b9-4120-bed6-ac625b34dcb2,0,3 or more,Online,153.44.205.83,Tablet,,Quas nihil commodi debitis assumenda dicta enim. Neque rerum nemo aspernatur omnis quia laborum. Nobis minus ratione dolorum reiciendis nostrum facere.
18/5/2020 16:10,3851.65,Rasha Master,8866152f56be074ad7ebdf12722173e699c9088a1997b4a6890575f909896aee,"Kibe, Biswas and Goyal",8478,Kishanganj,INR,Visa,Nov-32,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,5,522b3f10-51a3-480e-bf37-d1f410c5f547,0,2,Online,164.64.140.22,Tablet,bahrikartik,Perferendis praesentium ad reiciendis. Natus esse animi.
16/5/2020 15:35,875.76,Miraya Keer,7951190248d0e4292e7501ef7d99b709b1df07f8a905ae33b432865a6fe59d67,Verma-Suresh,2914,Morena,INR,MasterCard,Mar-30,64d095f2fecfdeb907dae5403b10966c4ae755b7598aa078cb932e345bd0b5d0,12,967788a5-539e-4497-a88c-921ab9d891f8,0,None,Online,206.97.224.108,Desktop,gillemir,"Eius fugit quia voluptate perferendis laudantium nulla. Eligendi voluptatem natus nam. Omnis magnam facilis totam aut pariatur ab.
Minus eum aliquid nobis. Quia non sapiente hic quia ut."
6/2/2021 23:42,1327.58,Mamooty Mand,e22b2b5215e5bec2e2a30ed3dd67a2ab0c768549cdbb650b4762d8b7baadcb42,Dhillon Inc,8570,Gopalpur,INR,Visa,Aug-29,d6e5a20b30f87216b2c758f5e7a23c437dbc3dfa1ccb177c474de152bb0ef731,0,d4a0f2b2-e47a-43ad-8cf5-60dc9af4100e,0,2,Online,186.110.158.138,Tablet,vdin,Recusandae neque magni ullam asperiores optio reprehenderit in. Distinctio quidem est cum quas ut. Praesentium magni eius est. Neque vero iste.
24/7/2021 6:06,4762.7,Indrajit Doctor,36534ece405a41818e5e2e676b8d64ba1053f0ee881dc23680a37977a055cce6,Sekhon Ltd,2112,Sri Ganganagar,EUR,American Express,Apr-24,501a4e61aa4f7737df0305124a39119b79a6449d2bfcc6f026da0197af2ae60b,0,4e532e8c-0f7a-4c05-8fb6-204dc85e5fa7,1,1,Online,57.211.118.233,Tablet,zsachar,Error eius nemo necessitatibus ipsum voluptate ut. Delectus cum veniam corrupti.
30/12/2020 21:24,450.35,Aradhya Batta,0af184e541f29ed258dcee6511395a540c370431bf5316e8f679c28225f6ef04,Ghosh-Khare,2875,Surendranagar Dudhrej,EUR,American Express,Nov-32,87a4a78ecb6deb2dee9ddd0678d03800141864a049c99b072e1e6e7904018db7,0,2ca331c7-03ac-4157-acd4-63a48a8d776b,1,None,In-Person,73.104.118.46,Tablet,,Cum doloremque delectus nam debitis. Dicta similique placeat accusamus.
15/1/2022 16:13,4134.95,Madhup Som,8d415c66353805e49e081236af006885d366fcf6b9b9232d49efd4ff0182f903,Tara and Sons,4874,Shivpuri,INR,Visa,Jan-28,55f0124bb79f5c53d868ca45bbb0f4d04da15eea4fb29c6b95087fe8801bf0a3,5,ed4a1ba6-6e76-4b26-b0ad-441c205e1245,1,2,Online,13.253.56.192,Mobile,nehmatgoda,Laboriosam sequi praesentium maxime asperiores adipisci facilis. In laboriosam id harum consequatur quidem vitae. Laboriosam error nesciunt sit dicta.
16/9/2023 14:36,1943.51,Amira Arora,f8772fef6248bee386d06ff34248d53bc9229bd16c86448389b5418bc6560a4a,Randhawa-Das,5784,Shivpuri,EUR,MasterCard,Apr-28,a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c,0,4955e2b6-42d9-4373-9614-fccc0597b388,0,3 or more,Online,189.26.136.62,Tablet,,Harum illum facere eligendi quibusdam et ipsam. Fuga cupiditate expedita iste quibusdam architecto reiciendis. Aliquid nobis dolore deserunt. Beatae accusamus ea ex eius totam repellendus.
1/10/2020 8:48,3217.34,Gokul Mander,fd6687c512982cd920505f3f40b972d5c370f48b5fa9d365345c89611d986da6,Dutt-Boase,3573,Bettiah,USD,Visa,Jun-29,0c658eb5d61e88c86f37613342bbce6cbf278a9a86ba6514dc7e5c205f76c99f,0,6e087a9f-dd40-4739-a3b7-77d240da3832,0,3 or more,In-Person,221.184.4.192,Tablet,,Voluptas quo voluptatem quis explicabo tempore ullam. Rem dicta distinctio eligendi ut temporibus. Odit ipsa enim impedit similique culpa.
30/3/2022 9:32,3667.78,Nirvaan Sagar,9e5554e017120f5e8192589228684f19ce5e22d08b868d8509a1d35ebbf6237e,Dash-Gour,3403,Unnao,EUR,Visa,Aug-28,188c1fdca79d927f6e812133173fc41d3a4e57074de521020274caa9bb29af7d,0,154f0c2a-3fec-48c8-832b-d81cb5108da7,0,2,Online,128.16.138.128,Tablet,,"Est occaecati nostrum facere. Minima veritatis consequuntur harum voluptates. Voluptatibus temporibus ratione atque dolore.
Magnam dolorem pariatur molestias maxime."
15/2/2022 18:19,4002.5,Mohanlal Madan,50861b8ad95ce5689511e589b74b780e77cec85f2c291091949fd40ad6a859d1,Shenoy-Kurian,8021,Morbi,EUR,Visa,Jul-24,fb84a9739699e1a2c6c56b5baa0a16047a4d845a5c6615ab9e18bafe688f45d6,12,3cfc0c09-7509-40f5-8933-e016def5cb08,1,3 or more,In-Person,193.207.194.255,Desktop,,Earum fugiat beatae dolorem nulla. Quisquam repudiandae nostrum dolorum maiores. Pariatur doloribus consequatur aut unde fuga. Quos cum quisquam corporis facere optio.
6/4/2023 7:33,4378.49,Kabir Gupta,bf3374f0c5a98bccf94cf11a7c1ce114029d59f8196eb56416d4b0243495f05b,Garg-Rajan,2993,Farrukhabad,USD,Visa,Oct-26,841a05fd378a2c067058585e3691c2a3f5399206fded7a580fdbbc281003168e,5,9b1e48b2-bde8-4543-8515-04378cc7b9e1,0,1,In-Person,93.141.57.163,Desktop,xdhar,Veritatis ratione iste adipisci id maxime. Deleniti consequatur distinctio ex. Dolores sapiente soluta voluptate. Reprehenderit odit sunt dolorum.
22/2/2021 7:32,577.13,Raunak Hari,7e82ddeaac3bca1ebf40753a4b76e9cba3cc36a4b266ed51cab8067c42c08d0b,Sarkar and Sons,4689,Bilaspur,USD,Visa,Jan-31,85e36899399df701301f6741ffab57962a14326584b6f082ae0e87d90e492fd4,0,017226c6-76ce-4fd3-93e4-9fc307b6c328,1,None,Online,215.48.20.23,Mobile,,"Eligendi veritatis dolore delectus enim. Aspernatur aspernatur dolores natus.
Earum nesciunt reiciendis in. Modi illo laborum incidunt reprehenderit. Enim ab omnis."
28/2/2023 9:24,543.26,Kabir Loyal,4f3e0a6f8aa92e414b20265984aa8a4e2cc9f781ec79d197aeedff4d527bd970,Hari LLC,7016,Yamunanagar,INR,American Express,Feb-29,734d0759cdb4e0d0a35e4fd73749aee287e4fdcc8648b71a8d6ed591b7d4cb3f,0,fb2170db-be62-44e2-bb12-b5ed35261866,1,3 or more,Online,65.85.26.44,Mobile,anya93,"Placeat accusamus sequi nemo est sint provident. Minus hic eveniet ea quae minus dolores aliquam. Dolorem exercitationem animi optio numquam molestias.
Modi odit ullam nulla blanditiis eveniet."
22/8/2020 5:22,721.66,Yuvaan Comar,8f069d20fb33b118d1ce412a03a8a80aa369066c4cdfa92bdb2a923d4a6b20a4,"Devi, Kala and Gokhale",3008,Malda,INR,American Express,Sep-28,5a96acc64c72c5b2b890cf2855d036cacc054d61a360be4da12c1fa47dc0b480,12,2617a7db-0c82-40fc-af9e-f2f3d9b2a88f,1,None,In-Person,194.64.240.107,Desktop,prerak50,Adipisci ea assumenda similique hic soluta. Necessitatibus iste vel et officia vero. Repudiandae natus quae aspernatur reiciendis ab. Voluptatum facere ipsa fugit delectus iure.
8/12/2020 8:40,28.39,Azad Mander,0243d2d8999431abdb4321055b284617bf24743a017640216e84f3e65f4f6f6f,"Ganesh, Lata and Sibal",4274,Jamshedpur,USD,Visa,Jan-29,16badfc6202cb3f8889e0f2779b19218af4cbb736e56acadce8148aba9a7a9f8,12,174af215-6543-49c0-a0cc-2ef020f2453c,1,3 or more,Online,175.185.18.163,Tablet,aradhyakata,Veritatis magnam id nisi cumque. Doloribus pariatur qui voluptatem distinctio. Eveniet sit esse libero laudantium est.
23/10/2021 11:07,2339.9,Yuvaan Bains,fcd4bf99fce6a8dbcc6cdab8d7fb908def306b97a85fde78d9477e1ae3756e25,Bala PLC,9073,Pondicherry,INR,American Express,Jul-27,df56bc061e91023bff33c6ba0d49d166a60e3aa9317f90e7a7fa3d7a65f96886,5,07c81937-4999-46b2-a706-d57f4d429326,0,2,Online,205.184.183.252,Mobile,sodhiemir,"Dolore reprehenderit odit voluptas vel corrupti sit rem. At dicta veniam sunt.
Sequi iusto amet veritatis. At sunt quas officia."
1/5/2023 12:31,957.18,Anahi Tak,caed642a4fb5f81a0831fea878c327103cd4d77885629a393b930a3e7633199e,Sharma LLC,2609,Kota,USD,MasterCard,Nov-27,dac53c17c250fd4d4d81eaf6d88435676dac1f3f3896441e277af839bf50ed8a,0,58b036ab-a81d-439c-ac0f-379f3d8fdcd6,1,2,In-Person,189.93.18.252,Tablet,qviswanathan,"Error laudantium dignissimos sequi pariatur ipsam iusto.
In aperiam expedita libero provident voluptatibus iure. Neque corporis provident. Voluptatum doloribus alias voluptatibus neque."
20/4/2022 22:47,4693.85,Saanvi Jhaveri,4f0f8b921819d24607e641f99d5b06b622fee14d48ca348444ff5296474859e5,Gala-Tailor,1681,Kolhapur,USD,MasterCard,Aug-26,48a1706eca5ee6148f748ca91a0f7db6ebcf59943532044a7bf60bbe44e5b1d2,5,892b3cab-cd5d-40c3-8fa8-c3edd6709a90,0,None,Online,164.230.24.148,Desktop,dhruv78,"Dicta adipisci ad aliquam numquam inventore. Ut nemo neque adipisci ullam ullam enim.
Fugiat hic aperiam voluptate in totam eum. Beatae esse excepturi doloribus ipsum."
31/12/2021 13:12,4268.26,Seher Ramaswamy,f6d6ee2d8c2daebbfbd44c259bc1450536b25f3d95b4ccb7bcc894f62a99f3e3,Bhatti-Mahal,8408,Nangloi Jat,USD,American Express,Jan-27,2dfe70c43208f52b9ef4ea7e134705283947116491e81fbac05f0aedc25c5956,5,279ce55c-6a49-4fc6-8100-02b278e08cd8,0,3 or more,Online,113.146.159.32,Tablet,,Recusandae qui ullam explicabo saepe doloremque impedit similique. Cupiditate dolores corrupti saepe alias. Sed saepe quam non.
23/5/2022 22:45,3933.18,Lavanya Sandal,74c8129b631d1890c3c3708369973924af70f04b898066eaca496e58b84ff724,"Sarraf, Varma and Chakraborty",1256,Patna,EUR,Visa,Mar-28,91d95f436356bc3df44d44406a139351debd062823258c8cdc67e8dadb9df256,0,1e0976b7-c6f3-48ba-b481-cb12c835f5bd,0,1,Online,146.176.188.214,Tablet,,"Quidem expedita tenetur ipsa enim nam pariatur. Doloribus earum quia voluptatibus recusandae atque.
Omnis impedit vero fuga nam laboriosam. Rerum quo aut quae. Earum debitis quam architecto."
27/9/2023 0:40,1270.41,Nirvaan Sridhar,ef1ae19cc1f2dbc414babb19416802835ac8f924b2798a6bf397914d3599f6d9,"Varghese, Sura and Sarraf",9233,Dibrugarh,INR,MasterCard,Nov-26,9e04a49e5786695116f9af28552da3083d4eeb015294b878d27053439e363cdf,0,d7b5b259-928d-4134-ae7a-74ca01fde795,0,1,In-Person,123.72.169.237,Mobile,,"Asperiores molestiae dolor eum quis. Odio consequatur dolor.
Sunt minus quis consequuntur. Aspernatur consectetur similique eligendi.
Debitis vero accusantium enim iure pariatur."
8/1/2022 14:30,2532.87,Yasmin Luthra,f0ba5f7c7459fcbee8a7b229354867d9a06042c04a35bbb9f218f5d4faf304b6,"Wali, Ramanathan and Baral",6937,Vijayawada,EUR,Visa,May-27,769e881d85fc5d27cb4cbc8382200d95b179cfdeb56e0b439da737069eaf8a5a,5,1ee57bfb-1d0e-4b8f-bd70-2a993100e956,1,3 or more,In-Person,183.154.9.122,Desktop,,Autem nesciunt impedit animi architecto. Repellendus repellat ab possimus aliquid sunt.
26/5/2023 13:02,4143.46,Vardaniya Keer,3636cfc2292277bea1f3c9d6f39cd2ec7c38c078ab784456461c2d8af0c3c9eb,Majumdar Inc,5437,Udupi,INR,MasterCard,Feb-32,a829c72c42755e384141ad8f163e4965ef5c9f8f0e07378c1d05a7222af0dd80,12,5ebe22c2-9785-44d8-8cd8-59c590980215,0,None,In-Person,86.33.106.93,Desktop,zdayal,Officiis dignissimos ipsum at quisquam eaque expedita. Praesentium corrupti nihil ullam itaque fugiat ab quam. Aperiam dolor hic possimus dolores deserunt quam.
19/6/2021 1:30,4164.87,Anahita Sant,c678c4237a3abf4e75dda7b3d161d4e15d66d0710ab83dacf3e37e107a433fe7,"Garg, Lad and Contractor",2017,Arrah,INR,Visa,Feb-32,060823f51b592344b7f2d36a018ab45e03fd2f88e134bf856e4c3f88d25f0505,5,d9017527-4c9e-4289-9c46-58bd1a05a435,1,1,In-Person,220.59.61.30,Tablet,pyadav,"Quam in animi totam molestias fuga. Ipsum iure adipisci soluta culpa perferendis dolores.
Nesciunt vitae et vitae incidunt. Porro quod placeat officia. Iusto rerum aut voluptate blanditiis."
